ORDERDATE,SALES,QUANTITYORDERED,COUNTRY,PRODUCTLINE,PRICEEACH,ADDRESSLINE1,CITY,STATE,CUSTOMERNAME,POSTALCODE,PHONE,TOTAL_REVENUE
4/2/2004 0:00,2466.7,34,Canada,Planes,72.55,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,2466.7
5/11/2004 0:00,2363.22,38,USA,Planes,62.19,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2363.22
10/15/2004 0:00,2656.29,39,USA,Planes,68.11,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,2656.29
11/1/2004 0:00,2736.36,44,UK,Planes,62.19,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2736.3599999999997
11/23/2004 0:00,2893,50,Japan,Planes,57.86,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,2893
12/3/2004 0:00,1661.22,22,USA,Planes,75.51,16780 Pompton St.,Brickhaven,MA,Auto-Moto Classics Inc.,58339,6175558428,1661.22
12/17/2004 0:00,4277.35,35,Australia,Planes,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,3500
4/3/2005 0:00,2031.4,28,USA,Planes,72.55,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,2031.3999999999999
6/16/2003 0:00,875.91,21,USA,Planes,41.71,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,875.91
8/10/2003 0:00,1874.05,37,USA,Planes,50.65,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,1874.05
2/19/2004 0:00,1416.39,31,USA,Planes,45.69,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,1416.3899999999999
5/8/2004 0:00,1843.52,32,USA,Planes,57.61,4658 Baden Av.,Cambridge,MA,Cambridge Collectables Co.,51247,6175555555,1843.52
7/21/2004 0:00,1875.2,32,USA,Planes,58.6,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,1875.2
8/20/2004 0:00,2477.23,43,Canada,Planes,57.61,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,2477.23
10/14/2004 0:00,1823.42,34,USA,Planes,53.63,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,1823.42
11/1/2004 0:00,1485.8,34,UK,Planes,43.7,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,1485.8000000000002
11/15/2004 0:00,3789.72,44,USA,Planes,86.13,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,3789.72
11/23/2004 0:00,2060.37,27,Japan,Planes,76.31,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,2060.37
12/3/2004 0:00,2579.36,49,USA,Planes,52.64,16780 Pompton St.,Brickhaven,MA,Auto-Moto Classics Inc.,58339,6175558428,2579.36
12/17/2004 0:00,2189.6,23,Australia,Planes,95.2,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2189.6
4/1/2005 0:00,1122.4,20,USA,Planes,56.12,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,1122.3999999999999
5/9/2005 0:00,2419.62,42,Australia,Planes,57.61,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,2419.62
8/8/2003 0:00,1724.97,39,USA,Ships,44.23,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1724.9699999999998
11/14/2003 0:00,1804.04,28,USA,Ships,64.43,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,1804.0400000000002
2/19/2004 0:00,2280.24,36,USA,Ships,63.34,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,2280.2400000000002
3/20/2004 0:00,1192.56,24,UK,Ships,49.69,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,1192.56
5/7/2004 0:00,1506.96,23,USA,Ships,65.52,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,1506.9599999999998
6/17/2004 0:00,1472.62,29,Canada,Ships,50.78,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,1472.6200000000001
8/20/2004 0:00,1693.56,33,Canada,Ships,51.32,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,1693.56
11/21/2004 0:00,4080.72,42,USA,Ships,97.16,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,4080.72
5/6/2005 0:00,3079.44,47,USA,Ships,65.52,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,3079.4399999999996
